"customer_unique_id","anchor_date","offer_type","expected_cost","expected_gain","net_ev","p0_60d_final","p1_60d","delta_p","expected_order_value_safe"
"0621c2a5979d3e887ae519620cbe2926",2017-06-19,free_shipping,32.4,6.110610674759009,-26.28938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"065938485846aa5adc196cb536de42e0",2017-06-16,free_shipping,31.53,6.110610674759009,-25.419389325240992,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"065dcef61d5f66b30d2ee51b5343d023",2017-04-28,free_shipping,15.7,3.666366404855405,-12.033633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0697142614905a50813d854fa08b8eaf",2018-06-19,free_shipping,7.53,2.4442442699036038,-5.0857557300963965,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"06a52782a04f0086d16b9c22d0e29438",2017-05-17,free_shipping,16.11,1.05,-15.059999999999999,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,35.0
"06d26e5230ac619719997a8cf435a69b",2018-04-10,free_shipping,7.87,2.4442442699036038,-5.425755730096396,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"070acf4df1234a6257809e4e79644481",2017-11-06,free_shipping,20.45,4.8884885398072075,-15.561511460192792,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0710e0c85fe7cb494d624e0863782e46",2018-04-04,free_shipping,22.88,4.8884885398072075,-17.99151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"071bb277b0146da77fac31e70657815e",2017-07-17,free_shipping,14.34,3.666366404855405,-10.673633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"071fb07419a29c8ba143831082e0320a",2017-03-22,free_shipping,13.41,3.666366404855405,-9.743633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"07342638d0e0aad32c3cf0efc1a37ba5",2017-09-01,free_shipping,35.34,6.110610674759009,-29.229389325240994,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0751ebe1c05ef7a632934adae06c6d4a",2017-06-07,free_shipping,17.1,3.666366404855405,-13.433633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"075c38f7a650b0dc822712c7a58e93d4",2017-10-30,free_shipping,15.11,3.666366404855405,-11.443633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"076b7055bea51da430d6a6fa054e5075",2017-06-23,free_shipping,13.03,1.3185,-11.7115,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,43.95
"078f7e669cebf2fb640d0ad0dabb3068",2018-02-28,free_shipping,8.72,2.4442442699036038,-6.275755730096397,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"07abcea6f64399366559afee336a7fd2",2018-03-19,free_shipping,13.71,3.666366404855405,-10.043633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"07b1b60bca2b6326fa2adb259ea4a55f",2018-05-08,free_shipping,22.9,2.49,-20.409999999999997,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,62.25
"07b28cf1d8515d08ccca505e273fffaf",2017-03-30,free_shipping,11.46,3.666366404855405,-7.793633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"07bd3d18ecba2420a8934b34a26f157a",2018-04-27,free_shipping,19.95,3.666366404855405,-16.283633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"07df27b714016cb827c99ec2ecd5ebfb",2018-06-07,free_shipping,19.32,3.666366404855405,-15.653633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"07f61caa1c9e850c14e94854cec87545",2017-08-10,free_shipping,9.305,0.8079999999999999,-8.497,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,40.4
"07f765655f560c8624267665ce23675a",2017-10-18,free_shipping,42.16,6.110610674759009,-36.04938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"07ff81a9676efa0286ddd3f09e7c0063",2018-02-27,free_shipping,75.6,8.554854944662614,-67.04514505533739,0.47619047619047619048,0.54619047619047619048,0.07000000000000000000,122.21221349518018
"0802a1a217680f13264a70ddb7220823",2017-02-16,free_shipping,17.85,3.666366404855405,-14.183633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0807baeeeaa1309effbd9a9dee41ab17",2018-04-06,free_shipping,26.64,4.8884885398072075,-21.751511460192795,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"083ca1aa470c280236380973a48f77c6",2017-08-18,free_shipping,21.174999999999997,1.5378,-19.637199999999996,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,38.445
"083ce299ea3fc1eba79bd0b17f64555b",2018-02-04,free_shipping,7.78,2.4442442699036038,-5.3357557300963965,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"084be429c23e342acf5084ac6156d22e",2018-05-02,free_shipping,16.15,3.666366404855405,-12.483633595144592,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0895c61a77b305efdfad13596c749c60",2017-12-04,free_shipping,9.26,2.4442442699036038,-6.815755730096396,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"089bc915af34d9041b3a88a1aa84292b",2017-11-24,free_shipping,17.63,3.666366404855405,-13.963633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"08a374bca4063116d5530a7b04ecaf3f",2018-08-15,free_shipping,21.0,4.8884885398072075,-16.111511460192794,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"08b57f87bc889756ca453bf8106d48ce",2018-05-08,free_shipping,8.88,2.4442442699036038,-6.435755730096397,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"08c07c761592a71b85136aa4fe76a6f4",2018-02-06,free_shipping,17.07,2.6999999999999997,-14.370000000000001,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,90.0
"08d8ad84b0088cbeae77da4ff3817479",2018-05-05,free_shipping,19.21,3.666366404855405,-15.543633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"08e5b38d7948d37fbb2a59fc5e175ab1",2018-06-04,free_shipping,47.385,10.834875,-36.550124999999994,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,216.6975
"08f7cf00ed9ff3e0a08fc136ec272974",2017-09-13,free_shipping,20.85,4.8884885398072075,-15.961511460192794,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0942eedfe0e865b2a80419a14672286f",2017-02-21,free_shipping,32.08,6.110610674759009,-25.96938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"096e351116755fe4c3c1e48eaf301a41",2017-05-22,free_shipping,9.56,2.4442442699036038,-7.115755730096397,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"0981a271500799427cdf345e9121e20b",2017-04-19,free_shipping,16.15,3.666366404855405,-12.483633595144592,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"09831ff6ab667f42521bcd4c22dc755c",2018-03-21,free_shipping,30.94,6.110610674759009,-24.829389325240992,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0994750c9c22a140010ed86aad2d044b",2018-02-23,free_shipping,16.36,3.666366404855405,-12.693633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"099fad9e8f7dfbd0412c300bcc697e0b",2017-08-04,free_shipping,38.96,6.110610674759009,-32.84938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"09ab36a420b5c87c5c9772bdb494f2e3",2018-05-07,free_shipping,38.32,6.110610674759009,-32.20938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"09baec50afccbb414f24bf8e0bc7c020",2017-12-11,free_shipping,24.88,4.8884885398072075,-19.99151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"09bc7afc3e8d8dccaffd0b16944a91fe",2017-02-13,free_shipping,12.08,3.666366404855405,-8.413633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"09cd73b13f103e47ce13675b4a4b36f3",2018-05-25,free_shipping,33.12,3.975,-29.144999999999996,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,79.5
"09d74edf20acb4f9523fb1cf19a18456",2017-11-27,free_shipping,18.69,3.666366404855405,-15.023633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"09d7c538023c2c4fb0553c831c12f084",2017-06-09,free_shipping,193.78,9.776977079614415,-184.00302292038558,0.51508620689655172414,0.59508620689655172414,0.08000000000000000000,122.21221349518018
"0a1f83858e65e141609fca9ea70a495a",2018-07-24,free_shipping,29.28,2.36,-26.92,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,59.0
"0a5df23b922b9998bb7378f1ac03c98a",2017-09-30,free_shipping,8.11,2.4442442699036038,-5.665755730096396,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"0a609db8d244100909a15d65eadf8539",2017-10-21,free_shipping,23.585,7.9978,-15.587200000000001,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,199.945
"0a61b571f594b6919601bcf3380da7f7",2017-08-25,free_shipping,33.47,7.019749999999999,-26.45025,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,140.39499999999998
"0aa1ab39ff2b837c05d7c9ff85b6d983",2018-01-26,free_shipping,16.35,3.666366404855405,-12.683633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0aadc1d26d1c8b88a52c39a533ccea93",2017-05-03,free_shipping,43.02,6.110610674759009,-36.909389325240994,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0abee71cd257861a0944e2a81cea4a50",2017-03-24,free_shipping,14.52,3.666366404855405,-10.853633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0ac10a57d07e3d38b11f66283c44672b",2017-06-16,free_shipping,15.67,3.666366404855405,-12.003633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0ac4a9460c1baf3051ffec5c9021a499",2018-05-17,free_shipping,15.34,3.666366404855405,-11.673633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0ad1d79346c3b98b517348ecbbadfbc6",2018-05-07,free_shipping,9.12,2.4442442699036038,-6.6757557300963954,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"0ad7cb4f48f2a2cf5080e3c19c7cf98c",2017-11-13,free_shipping,11.85,3.666366404855405,-8.183633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0b18593e033697810a62a987e77f4b8c",2017-06-22,free_shipping,16.515,1.422,-15.093,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,47.4
"0b3dc7efaafb0cf78a4796d42fa8d74c",2016-10-31,free_shipping,14.03,3.666366404855405,-10.363633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0b402d6dd50694a118c642448e2cb086",2017-05-04,free_shipping,33.26,6.110610674759009,-27.14938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0b51518c7deffd54b13b007c9f91c3f0",2018-05-10,free_shipping,14.05,3.666366404855405,-10.383633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0b6d4f036c07e10854affe43fc4e718c",2018-03-26,free_shipping,15.42,3.666366404855405,-11.753633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0b8ed32525608a907c7331b613b5b67e",2017-12-05,free_shipping,7.78,2.4442442699036038,-5.3357557300963965,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"0bc9c245cd69735af23eefdd89d74e7e",2017-07-19,free_shipping,16.74,3.666366404855405,-13.073633595144592,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0bdb6ad22574bad5202df1e92a9aa403",2018-02-27,free_shipping,12.02,3.666366404855405,-8.353633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0be7af6c16fbca7eff244788f89146a3",2018-04-02,free_shipping,18.89,3.666366404855405,-15.223633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0bf1278577a2acf8532a031d98cd517c",2017-10-24,free_shipping,18.89,3.666366404855405,-15.223633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0c10e674d1504f959a7f2e504148c296",2017-11-08,free_shipping,13.01,3.666366404855405,-9.343633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0c1201c04330536234aaa49b396745d4",2018-01-29,free_shipping,58.9,8.554854944662614,-50.34514505533738,0.47619047619047619048,0.54619047619047619048,0.07000000000000000000,122.21221349518018
"0c32aa09e8eced3ea26c2a013b7b75e9",2017-12-08,free_shipping,28.2,4.8884885398072075,-23.31151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0c4c416f1f9844e6805b074f8f96f52c",2017-08-08,free_shipping,15.25,3.666366404855405,-11.583633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0c8286526be3a0fc8f50b7267db95035",2017-05-10,free_shipping,16.33,3.666366404855405,-12.663633595144592,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0c8ac932c65f67489929f9164a86606d",2017-09-14,free_shipping,21.89,4.8884885398072075,-17.001511460192795,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0c9abfaffa0ae7587cebfdf0d680e3b7",2017-09-29,free_shipping,15.1,3.666366404855405,-11.433633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0cbcf91ef2dd6dfcce9ee63c8772dc97",2017-08-23,free_shipping,12.38,3.666366404855405,-8.713633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0cc2ee1112a11a1094eff52fa2e87150",2017-10-20,free_shipping,25.259999999999998,8.198,-17.061999999999998,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,204.95
"0ceb502fc33a2ad327b08288c5310e2e",2018-05-03,free_shipping,24.0,4.8884885398072075,-19.111511460192794,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0cf46588cd3f5a23002166b5a1945820",2017-10-02,free_shipping,16.6,3.666366404855405,-12.933633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0cfd915db480acd7d9a954409cabfb1c",2017-08-23,free_shipping,16.25,3.666366404855405,-12.583633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0d153268371aa25450d4117ff070277e",2018-05-18,free_shipping,37.87,6.110610674759009,-31.75938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0d4644eff058d75937ca1eec574bf87d",2017-10-03,free_shipping,17.88,3.666366404855405,-14.213633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0d51e04ae0b1d341e4f49812d1f4fbe2",2017-10-23,free_shipping,12.13,3.666366404855405,-8.463633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0d52f8cd8892f109a15803df169113b6",2018-02-26,free_shipping,15.25,2.157,-13.093,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,71.9
"0d57344e9e4e9d16dc699cb417e50cb0",2017-11-23,free_shipping,13.11,3.666366404855405,-9.443633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0d7241c7fb49c1be6e75c9fe99e0822c",2018-01-30,free_shipping,21.18,4.8884885398072075,-16.291511460192794,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0d997d092f93b5c58d0f9b4bd0643d16",2017-12-01,free_shipping,8.72,2.4442442699036038,-6.275755730096397,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"0dc81b520ef7db9cb44bb075e129dcf8",2018-03-17,free_shipping,68.64,8.554854944662614,-60.085145055337385,0.47619047619047619048,0.54619047619047619048,0.07000000000000000000,122.21221349518018
"0dd933d1e0253343083013791bf5d5e9",2017-06-29,free_shipping,22.95,4.8884885398072075,-18.06151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0ddba04798f1c085d0ca93af0e91f6c1",2018-02-27,free_shipping,12.61,3.666366404855405,-8.943633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0df55f5accedda71bda8f4c7f590951f",2017-12-14,free_shipping,62.94,8.554854944662614,-54.38514505533738,0.47619047619047619048,0.54619047619047619048,0.07000000000000000000,122.21221349518018
"0e06af8004ffd01a3461e768f9f659aa",2017-09-20,free_shipping,47.39,6.110610674759009,-41.27938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
